,index,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),High_Severity(ha),TSLF
1225,1225,TRUCK,34.271,-117.443,1987,5,438.66,62.64,0
548,548,TUBBS,38.568,-122.68,2017,10,14927.22,2968.47,0
580,580,TUCKER,41.799,-121.234,2019,7,5695.02,787.77,1
651,651,TULARE 4,36.011,-118.797,1985,7,522.81,23.04,0
115,115,TUNNEL,37.85,-122.227,1991,10,743.85,8.91,0
1012,1012,TURKEY,35.831,-120.282,2012,7,1095.57,522.0,1
1100,1100,TURKEY,35.81,-120.32,2018,8,938.25,99.45,0
733,733,TURKEYTR,35.919,-119.434,1992,6,476.1,0.0,1
226,226,TURTLE,40.103,-120.068,2000,6,504.0,0.0,1
1412,1412,TURTLE,34.375,-117.53,1999,7,1533.24,30.06,0
3,3,TURTLE,40.078,-120.066,1984,7,1610.82,0.0,1
342,342,TWENTY,39.184,-121.482,2008,6,425.52,17.01,0
1190,1190,TWIN,40.683,-119.994,1984,7,4188.69,8.55,1
635,635,TWISSELMAN,35.396,-119.833,1984,8,2430.99,0.27,0
697,697,TWISSLEMAN,35.479,-119.897,1988,6,738.63,14.4,0
529,529,UKONOM,41.59,-123.493,2017,7,1710.72,366.48,0
313,313,UNCLES COMPLEX,41.414,-123.177,2006,7,1534.77,519.39,0
1257,1257,UNNAMED,33.41,-117.418,1989,3,725.67,0.27,2
1238,1238,UNNAMED,34.606,-119.713,1988,3,1451.34,37.8,3
24,24,UNNAMED,38.958,-122.775,1987,4,722.7,0.9,2
1357,1357,UNNAMED,33.89,-117.147,1996,5,439.2,51.48,1
792,792,UNNAMED,36.964,-120.904,1996,5,439.47,60.21,1
730,730,UNNAMED,36.865,-121.201,1992,5,447.48,30.96,0
1378,1378,UNNAMED,34.8,-119.676,1997,5,475.47,41.76,0
814,814,UNNAMED,36.297,-121.132,1997,5,737.1,0.81,0
1144,1144,UNNAMED,35.107,-118.752,1987,5,985.77,39.96,39
1194,1194,UNNAMED,34.54,-119.615,1985,5,1060.92,29.07,1
743,743,UNNAMED,35.223,-119.496,1993,5,1244.43,1.53,0
791,791,UNNAMED,35.952,-121.278,1996,5,6030.0,292.23,0
1215,1215,UNNAMED,33.423,-117.483,1986,5,6629.22,3.78,2
1151,1151,UNNAMED,35.438,-117.316,1996,6,433.89,0.0,1
818,818,UNNAMED,35.981,-119.974,1997,6,436.68,56.52,1
817,817,UNNAMED,35.721,-120.017,1997,6,481.05,83.97,0
182,182,UNNAMED,40.35,-122.053,1999,6,501.84,0.36,1
912,912,UNNAMED,35.768,-120.831,2005,6,517.14,27.72,0
1239,1239,UNNAMED,33.357,-116.823,1988,6,563.94,72.81,0
747,747,UNNAMED,35.481,-120.267,1993,6,580.41,4.59,0
680,680,UNNAMED,37.217,-119.311,1987,6,584.28,118.08,0
1316,1316,UNNAMED,33.706,-116.804,1994,6,636.3,18.27,0
1241,1241,UNNAMED,33.626,-116.734,1988,6,642.15,12.96,0
759,759,UNNAMED,35.593,-120.388,1994,6,642.78,0.0,0
851,851,UNNAMED,35.807,-120.817,2000,6,647.82,0.0,0
793,793,UNNAMED,35.14,-119.794,1996,6,649.35,64.89,0
1320,1320,UNNAMED,34.619,-119.688,1994,6,730.35,22.41,1
852,852,UNNAMED,35.83,-120.796,2000,6,735.48,0.09,1
1260,1260,UNNAMED,32.81,-116.355,1989,6,747.09,126.72,0
1240,1240,UNNAMED,33.446,-117.488,1988,6,914.67,0.0,0
1451,1451,UNNAMED,34.594,-119.488,2002,6,990.45,21.42,0
1462,1462,UNNAMED,33.324,-116.656,2003,6,1098.99,9.36,0
667,667,UNNAMED,37.656,-121.529,1986,6,1138.14,38.61,1
874,874,UNNAMED,35.915,-121.209,2002,6,1385.55,89.46,0
1262,1262,UNNAMED,33.637,-116.771,1989,6,1737.72,90.81,0
91,91,UNNAMED,38.774,-122.84,1989,6,2067.48,24.12,1
828,828,UNNAMED,35.814,-120.797,1998,6,3621.78,9.99,1
11,11,UNNAMED,38.859,-122.856,1985,6,3907.17,46.89,0
1454,1454,UNNAMED,33.885,-117.681,2002,7,407.52,0.18,0
1414,1414,UNNAMED,34.89,-118.921,1999,7,430.11,0.09,0
669,669,UNNAMED,36.804,-119.283,1986,7,432.54,0.72,0
239,239,UNNAMED,38.187,-120.773,2001,7,435.15,140.58,0
736,736,UNNAMED,35.589,-120.206,1992,7,488.34,0.0,1
881,881,UNNAMED,36.369,-121.487,2002,7,498.96,130.23,0
891,891,UNNAMED,35.18,-118.478,2003,7,533.88,0.18,0
648,648,UNNAMED,35.861,-120.561,1985,7,614.16,61.74,0
866,866,UNNAMED,37.095,-121.171,2001,7,663.48,64.8,0
15,15,UNNAMED,40.296,-120.069,1985,7,668.07,0.0,0
1397,1397,UNNAMED,33.333,-117.394,1998,7,692.55,10.35,0
135,135,UNNAMED,38.608,-121.191,1994,7,704.16,4.5,0
878,878,UNNAMED,36.02,-120.031,2002,7,708.57,3.33,0
701,701,UNNAMED,35.483,-118.713,1988,7,709.38,0.0,0
832,832,UNNAMED,36.027,-120.105,1998,7,726.66,5.76,0
713,713,UNNAMED,36.361,-121.07,1989,7,754.11,0.0,0
1398,1398,UNNAMED,33.425,-117.454,1998,7,773.46,0.0,0
1267,1267,UNNAMED,33.277,-117.401,1989,7,800.37,24.48,0
92,92,UNNAMED,38.247,-121.901,1989,7,832.5,22.14,0
734,734,UNNAMED,35.98,-121.298,1992,7,838.8,0.09,0
682,682,UNNAMED,36.0,-121.027,1987,7,878.67,3.33,0
702,702,UNNAMED,35.704,-119.994,1988,7,939.42,0.54,0
1202,1202,UNNAMED,35.044,-120.056,1985,7,953.28,128.43,1
831,831,UNNAMED,35.988,-121.299,1998,7,1157.76,65.7,0
764,764,UNNAMED,35.427,-120.031,1994,7,1176.66,0.54,0
703,703,UNNAMED,35.742,-120.035,1988,7,1604.25,7.65,0
714,714,UNNAMED,36.933,-119.122,1989,7,3484.17,1304.1,0
740,740,UNNAMED,36.265,-121.665,1992,8,409.68,173.43,0
753,753,UNNAMED,36.06,-120.096,1993,8,419.04,14.49,0
1325,1325,UNNAMED,34.305,-117.18,1994,8,422.91,10.35,1
95,95,UNNAMED,39.237,-122.535,1989,8,427.86,40.68,0
690,690,UNNAMED,36.942,-119.219,1987,8,533.79,29.25,0
1220,1220,UNNAMED,35.04,-120.317,1986,8,547.83,1.8,1
121,121,UNNAMED,38.855,-121.269,1992,8,621.0,1.53,0
836,836,UNNAMED,35.988,-119.979,1998,8,644.31,64.71,0
834,834,UNNAMED,35.689,-119.609,1998,8,707.13,102.96,0
752,752,UNNAMED,35.548,-118.974,1993,8,750.51,22.95,0
689,689,UNNAMED,36.899,-119.32,1987,8,919.89,126.9,0
896,896,UNNAMED,35.988,-121.3,2003,8,1096.92,18.63,0
859,859,UNNAMED,35.909,-121.202,2000,8,1867.05,1.17,0
1245,1245,UNNAMED,34.596,-119.873,1988,8,1905.48,0.18,1
835,835,UNNAMED,35.933,-121.17,1998,8,2162.07,11.61,0
122,122,UNNAMED,40.437,-122.806,1992,8,2164.68,176.31,0
96,96,UNNAMED,40.459,-122.808,1989,8,2664.81,145.71,1
662,662,UNNAMED,35.857,-121.391,1985,8,2940.75,332.37,0
1163,1163,UNNAMED,36.009,-117.635,2005,8,3659.67,0.0,11
737,737,UNNAMED,35.927,-121.214,1992,8,4141.71,38.07,0
921,921,UNNAMED,35.933,-121.219,2005,8,15811.56,532.98,0
1205,1205,UNNAMED,34.814,-120.335,1985,9,450.81,2.16,1
755,755,UNNAMED,35.991,-119.988,1993,9,474.66,20.79,8
695,695,UNNAMED,35.167,-118.731,1987,9,493.65,8.46,0
1508,1508,UNNAMED,33.336,-117.397,2005,9,603.27,0.81,0
725,725,UNNAMED,35.15,-120.32,1990,9,605.88,3.87,1
1348,1348,UNNAMED,35.073,-120.299,1995,9,778.32,0.36,1
1204,1204,UNNAMED,34.604,-119.919,1985,9,1100.97,128.25,0
694,694,UNNAMED,35.128,-118.68,1987,9,1328.76,6.21,0
1222,1222,UNNAMED,34.634,-119.892,1986,9,1778.13,49.41,1
217,217,UNNAMED,40.838,-122.508,1999,9,5021.91,796.86,0
1206,1206,UNNAMED,33.413,-117.389,1985,10,430.56,26.91,0
1407,1407,UNNAMED,34.566,-119.689,1998,10,786.51,20.52,0
170,170,UNNAMED,38.829,-121.973,1996,10,1165.86,230.94,0
89,89,UNNAMED,39.281,-122.777,1988,11,1341.18,185.31,6
26,26,USFS 10,39.75,-120.178,1987,6,514.62,9.27,0
1268,1268,VAIL,33.421,-116.947,1989,7,6325.2,3022.92,0
746,746,VALLEY,35.246,-119.536,1993,6,1534.59,3.51,0
1669,1669,VALLEY,34.105,-116.946,2018,7,506.7,114.39,1
1690,1690,VALLEY,32.7369641,-116.6890363,2020,9,6573.15,3201.48,0
512,512,VALLEY,38.788,-122.613,2015,9,31139.28,13242.96,0
1582,1582,VALLEY COMPLEX,33.658,-116.907,2010,7,409.95,42.03,0
1229,1229,VERBENIA,33.894,-116.71,1987,6,559.44,0.0,2
1494,1494,VERBENIA,33.878,-116.704,2004,7,1619.64,16.83,0
1346,1346,VERBENIA,34.001,-116.674,1995,8,8742.69,470.16,1
1483,1483,VERDALE,34.426,-118.716,2003,10,3434.4,2.16,0
1432,1432,VIEJAS,32.797,-116.735,2001,1,4427.82,22.86,5
129,129,VILLA,39.363,-121.514,1992,9,2842.56,109.71,0
152,152,VISION,38.05,-122.864,1995,10,4897.35,274.68,0
582,582,W-1 MCDONALD,40.973,-120.289,2019,8,461.52,10.35,1
610,610,W-5 COLD SPRINGS,41.09414628,-120.0796157,2020,8,28322.01,7903.98,0
594,594,WALKER,38.07062309,-120.7061626,2020,6,560.43,83.43,1
341,341,WALKER,39.066,-122.479,2008,6,5035.23,1775.79,0
102,102,WALKER,39.989,-120.701,1990,8,454.86,228.33,0
1040,1040,WALKER,37.902,-119.151,2015,8,1528.2,420.03,1
583,583,WALKER,40.09,-120.585,2019,9,23695.83,9381.33,0
801,801,WALKER COMPLEX,38.582,-119.529,1996,7,1050.3,373.86,1
444,444,WALKER WYE,39.022,-122.405,2012,8,2365.65,266.67,0
525,525,WALL,39.463,-121.406,2017,7,2625.48,306.72,0
602,602,WALLBRIDGE,38.61605842,-123.0123944,2020,8,22294.35,6733.26,0
334,334,WALLOW,40.492,-123.343,2007,8,621.45,334.89,1
38,38,WALLOW,40.448,-123.398,1987,8,1385.64,78.48,0
1349,1349,WARNER,33.339,-116.725,1995,10,1082.43,555.48,0
1580,1580,WASH,35.116,-119.786,2010,5,420.66,7.83,2
1034,1034,WASHINGTON,38.642,-119.699,2015,6,7481.88,1624.68,1
1367,1367,WASIOJA,34.919,-119.806,1996,7,1209.6,377.82,0
1433,1433,WATKINS,33.961,-117.279,2001,6,609.21,10.89,0
844,844,WATTS,36.79,-119.472,1999,7,518.67,32.31,1
554,554,WAVERLY,38.0,-120.846,2018,6,4917.06,13.05,0
1028,1028,WAY,35.735,-118.461,2014,8,1597.86,112.59,0
232,232,WEINSTEIN,39.908,-122.627,2000,9,3229.56,422.82,1
1402,1402,WEIRICK,33.814,-117.483,1998,8,1010.25,39.42,0
1172,1172,WELLS,35.356,-115.775,2011,8,746.1,0.0,1
23,23,WENDEL,40.377,-120.211,1986,7,663.21,0.0,9
1169,1169,WEST,35.066,-118.412,2010,7,724.5,177.75,0
1376,1376,WESTFIELD,35.023,-119.377,1996,10,598.14,0.0,0
563,563,WHALEBACK,40.627,-120.824,2018,7,7543.53,1953.0,0
1308,1308,WHEEL,34.514,-119.304,1993,10,591.3,31.05,1
769,769,WHEEL 1  2,37.641,-121.472,1994,8,599.67,0.0,0
1201,1201,WHEELER 2,34.51,-119.354,1985,7,51335.91,11687.58,0
361,361,WHISKEY,39.855,-122.669,2008,6,3135.24,302.49,0
1522,1522,WHISPERING PINES,34.071,-116.34,2006,7,576.27,0.0,0
1608,1608,WHITE,34.552,-119.774,2013,5,822.33,84.78,0
1168,1168,WHITE,34.986,-118.431,2007,6,4768.65,191.97,37
761,761,WHITE BLANKET,35.747,-118.177,1994,6,1037.43,52.29,0
1152,1152,WHITEOAK,34.948,-118.473,1996,7,3400.56,23.04,0
479,479,WHITES,41.319,-123.038,2014,7,13968.9,4980.33,0
283,283,WHITMORE,40.631,-121.848,2003,10,500.58,375.03,5
901,901,WHITT,38.382,-119.988,2003,8,460.8,69.57,1
1652,1652,WHITTIER  CA-LBOR-001770,34.535,-119.952,2017,7,7489.26,3332.97,0
337,337,WILD,38.301,-122.169,2008,6,1654.83,108.27,0
810,810,WILD,35.959,-121.388,1996,10,9891.54,2538.99,0
980,980,WILDCAT,37.942,-119.482,2009,7,474.66,109.26,0
1400,1400,WILDCAT,32.968,-116.851,1998,8,1464.84,49.77,0
520,520,WILLARD,40.378,-120.749,2016,9,1145.34,343.26,0
1602,1602,WILLIAMS,34.261,-117.79,2012,9,1677.15,81.63,8
172,172,WILLIAMS,39.377,-121.252,1997,9,2562.21,763.29,8
1456,1456,WILLIAMS,34.195,-117.777,2002,9,15177.96,2816.28,0
534,534,WILLIE,40.119,-123.299,2017,8,1313.28,157.14,0
1036,1036,WILLOW,37.282,-119.479,2015,7,2424.96,1230.39,1
200,200,WILLOW,40.599,-120.63,1999,8,2889.27,85.32,0
1420,1420,WILLOW,34.345,-117.106,1999,8,25708.05,1954.71,0
619,619,WILLOWS,39.37500325,-121.332452,2020,9,526.68,35.55,2
1214,1214,WILMOT,33.899,-117.146,1986,5,696.69,4.95,0
1597,1597,WILSON,33.191,-116.462,2012,8,4875.39,8.55,0
523,523,WINTER,38.526,-122.054,2017,7,1004.31,104.76,0
90,90,WINTERS,38.552,-121.994,1989,5,420.39,0.0,1
1547,1547,WITCH,33.079,-116.766,2007,10,67648.14,5025.96,0
642,642,WIZARD,36.024,-121.382,1985,6,3464.1,326.88,0
1450,1450,WOLF,34.593,-119.211,2002,6,8537.58,2713.59,0
1135,1135,WOLF,37.88102161,-119.6231191,2020,8,823.95,11.43,0
994,994,WOLF CREEK,38.561,-119.721,2010,7,488.16,97.47,1
1370,1370,WOLFSKILL,33.856,-116.943,1996,8,5264.46,953.1,0
1514,1514,WOODHOUSE,33.956,-117.111,2005,10,2574.09,187.29,0
623,623,WOODROW,35.611,-118.446,1984,5,452.34,0.09,0
609,609,WOODWARD,38.02328105,-122.8210841,2020,8,1977.12,433.8,0
302,302,WOOLEY,41.489,-123.27,2005,9,1310.31,175.14,5
1673,1673,WOOLSEY,34.125,-118.824,2018,11,39618.27,8598.33,0
490,490,WRAGG,38.481,-122.069,2015,7,3262.41,1870.11,0
445,445,WYE,39.011,-122.587,2012,8,1259.82,239.49,0
1560,1560,YELLOW,33.392,-117.455,2008,7,13214.43,71.73,0
57,57,YELLOW 2,41.412,-123.316,1987,8,21702.78,3293.64,0
212,212,YELLOW PINE COMPLEX (YELLOW),41.778,-121.622,1999,8,1550.34,2.61,1
364,364,YOLLA BOLLY COMPLEX (IRON),40.096,-122.979,2008,6,38399.58,3858.03,0
367,367,YOLLA BOLLY COMPLEX (TROUGH),40.185,-123.119,2008,6,1586.16,607.86,0
1505,1505,YORBA LINDA,33.921,-117.764,2005,7,502.92,31.41,0
762,762,YORK,35.851,-120.179,1994,6,414.9,19.53,0
415,415,YUBA,39.339,-121.186,2009,8,1626.3,594.45,0
347,347,YUBA RIVER COMPLEX (FALL),39.376,-120.696,2008,6,845.28,281.52,0
345,345,YUBA RIVER COMPLEX (SCOTCHMAN),39.35,-120.766,2008,6,487.44,160.29,0
1542,1542,ZACA,34.695,-119.659,2007,7,97876.8,53777.43,2
318,318,ZAM ASSIST,38.754,-121.905,2006,9,5828.58,540.27,0
612,612,ZOGG,40.43746497,-122.6220128,2020,9,22779.72,2583.27,0
